permalink	name	homepage_url	category_list	status	country_code	state_code	region	city	founded_at
/Organization/Austrianova-Biomanufacturing	Austrianova Biomanufacturing			closed	AUT	9	Vienna	Vienna	
/Organization/Autekbio	AutekBio	http://www.autekbio.com	Biotechnology|Medical	operating	USA	CA	SF Bay Area	Santa Clara	
/Organization/Auterra	Auterra	http://auterrainc.com	Clean Technology	operating	USA	NY	"Albany, New York"	Schenectady	01-01-2003
/Organization/Auth0	Auth0	https://auth0.com	Identity|Identity Management|Online Identity|Security|Software	operating	USA	WA	Seattle	Bellevue	01-02-2013
/Organization/Authasas	Authasas	http://www.authasas.com/	Software	operating	NLD	11	The Hague	The Hague	01-01-2008
/Organization/Authentec	AuthenTec	http://authentec.com	Information Security|Semiconductors	acquired	USA	FL	Florida's Space Coast	Melbourne Beach	01-01-1998
/Organization/Authenteq	Authenteq	http://authenteq.com	Identity Management|Marketplaces|Mobile|Peer-to-Peer	operating	ISL	10	Reyjavik	ReykjavÃ­k	01-03-2014
/Organization/Authentic-Response	Authentic Response	http://www.authenticresponse.com	Software	operating	USA	NY	New York City	New York	01-01-1998
/Organization/Authentic8	Authentic8	http://www.authentic8.com	Cloud Management|Cloud Security|Enterprise Software|Identity|Identity Management|Security|Web Browsers	operating	USA	CA	SF Bay Area	Mountain View	01-01-2010
/Organization/Authentica	Authentica	http://www.authentica.com	Data Security|Services|Software	acquired	USA	MA	Boston	Lexington	01-01-1998
/Organization/Authenticlick	Authenticlick	http://www.authenticlick.net	Analytics|Optimization	closed	USA	CA	Los Angeles	Los Angeles	05-08-2005
/Organization/Authentidate-Holding	Authentidate Holding	http://www.authentidatehc.com	Software	ipo	USA	NJ	Newark	Berkeley Heights	01-01-1985
/Organization/Authentium	Authentium	http://www.authentium.com	SaaS|Security	closed	USA	FL	Palm Beaches	Palm Beach Gardens	01-01-1999
/Organization/Authentix	Authentix	http://www.authentix.com	Security	operating	USA	TX	Dallas	Addison	
/Organization/Authernative	Authernative	http://www.authernative.com	Enterprise Software	operating	USA	CA	SF Bay Area	Redwood City	01-01-2000
/Organization/Authess	Authess	http://authess.com/	Design|Manufacturing|Simulation	operating					
/Organization/Authix-Tecnologies	Authix Tecnologies	http://www.authix.com/index.asp	Security	closed					01-07-2008
/Organization/Authomate	Authomate	https://www.authomate.com/StrongPass/	Computers|Network Security|Security|Technology	operating					01-01-2013
/Organization/Authorbee	AuthorBee	http://authorbee.com	Advertising|Collaboration|Crowdsourcing|Social Media	operating	USA	NY	New York City	New York	01-12-2012
/Organization/Authorea	Authorea	http://authorea.com	Collaboration|Life Sciences|Publishing|Software	operating	USA	NY	New York City	New York	01-06-2012
/Organization/Authorgen	authorGEN	http://www.authorgen.com	EdTech|Education|Presentations|Software	operating	USA	AK	AK - Other	Fairbanks	24-05-2005
/Organization/Authoria	Peopleclick Authoria	http://www.authoria.com	Software	acquired	USA	MA	Boston	Waltham	01-01-1997
/Organization/Authoritylabs	AuthorityLabs	http://authoritylabs.com	Internet Marketing|Search|SEO	operating	USA	AZ	Phoenix	Chandler	22-09-2008
/Organization/Authorly	Authorly	http://www.authorly.com	EdTech|Education|Publishing|Writers	operating	USA	CA	Los Angeles	West Hollywood	01-02-2012
/Organization/Authorstream	authorSTREAM.com	http://www.authorstream.com	Collaboration|Curated Web|Presentations	operating	IND	5	Chandigarh	Chandigarh	01-05-2007
/Organization/Authy-Inc	Authy	http://www.authy.com	Information Security|Mobile Security|Security	acquired	USA	CA	SF Bay Area	San Francisco	05-01-2012
/Organization/Autifony-Therapeutics	Autifony Therapeutics	http://www.autifony.com	Biotechnology	operating	GBR	H9	London	London	01-01-2011
/Organization/Autism-Home-Support-Services	Autism Home Support Services	http://autismhomesupport.com/	Service Providers	operating	USA	IL	Chicago	Northbrook	01-01-2009
/Organization/Autismsitter-Com	AutismSitter.com	http://autismsitter.weebly.com/	Consulting	operating	USA	NC	Greensboro	Greensboro	29-12-2014
/Organization/Auto-Genie	Auto Genie	http://www.autogenie.pk/	Service Providers	operating	PAK	4	Lahore	Lahore	
/Organization/Auto-I-D	Auto I.D.	http://autoidinc.com	Automotive|Information Services|Information Technology	operating					01-01-2013
/Organization/Auto-Load-Logic	Auto Load Logic	http://www.autoloadlogic.com/	Networking|Software|Web Hosting	operating	USA	TX	TX - Other	Abilene	27-01-2010
/Organization/Auto-Lotto	"AutoLotto, Inc."	http://www.autolotto.com	Ticketing	operating	USA	CA	SF Bay Area	San Francisco	01-02-2015
/Organization/Auto-Mute	Auto Mute	http://auto-mute.com	Home & Garden|Software	operating	UKR	13	Kiev	Kiev	31-10-2009
/Organization/Auto-Secure-Inc	Auto Secure	http://www.autosecureusa.com	Transportation	operating	USA	FL	Palm Beaches	Delray Beach	03-11-2010
/Organization/Auto1-Group	AUTO1 Group	http://www.auto1-group.com	Cars|Consumers|Services|Trading	operating	DEU	16	Berlin	Berlin	02-07-2012
/Organization/Auto22	Auto22	http://auto22.co.uk	Automotive|Employment|Services|Training	operating	GBR	G5	Kent	Kent	01-01-2010
/Organization/Autoaid	AutoAid	http://www.autoaid.de/en/	Manufacturing	operating					01-01-2008
/Organization/Autoalert	AutoAlert	http://www.autoalert.com	Automotive	operating	USA	CA	Anaheim	Irvine	01-01-2002
/Organization/Autoamerica	AutoAmerica	http://autoamerica.com	Automotive|Customer Service	operating	USA	TX	Dallas	Grand Prairie	
/Organization/Autobase-Inc	Autobase	http://www.autobase.com	Business Development|Customer Service|Lead Management	acquired	USA	IN	Indianapolis	Fishers	01-01-1988
/Organization/Autobike	AutoBike	http://www.evolvethebike.com	Automotive|Hardware	operating	USA	MI	Detroit	Troy	01-01-2011
/Organization/Autobook-Now	Autobook Now	http://www.autobooknow.com	Automotive	operating	USA	IN	Indianapolis	Indianapolis	02-01-2009
/Organization/Autobot	AutoBot	http://autobot.vgoapp.com/	Android|Apps|iOS|Software	operating	JPN	18	JPN - Other	China	
/Organization/Autobutler	"Autobutler, Copenhagen"	http://www.autobutler.dk	Automotive|Curated Web|Professional Services	operating	DNK	17	Copenhagen	Copenhagen	04-04-2010
/Organization/Autocosta	Autocosta	http://www.autocosta.com	Automotive|Curated Web	operating	USA	CA	Los Angeles	Los Angeles	01-04-2012
/Organization/Autocus	Autocus	http://autocus.com/	Email	operating	SGP		Singapore	Singapore	01-01-2014
/Organization/Autoda	AutoDa	http://www.autoda.de	Automotive	acquired	DEU	4	Hamburg	Hamburg	01-01-2010
/Organization/Autodaq	Autodaq	http://www.autodaq.com	Internet	closed	USA	CA	SF Bay Area	Menlo Park	
/Organization/Autodeal-Com-Ph	AutoDeal.com.ph	http://www.autodeal.com.ph	Analytics|Automotive|Cars|Direct Sales|E-Commerce|Mobile|Sales and Marketing	operating	PHL	D9	Manila	Makati	04-04-2014
/Organization/Autodisplay	Autodisplay	http://www.autodisplay-biotech.com/		operating	DEU	7	Dusseldrof	DÃ¼sseldorf	
/Organization/Autoebid	AutoeBid	http://www.autoebid.com	Automotive	operating	GBR	H9	London	London	13-12-2003
/Organization/Autoesl	AutoESL		Software	operating	USA	CA	SF Bay Area	Cupertino	01-01-2006
/Organization/Autofact	Autofact	http://www.autofact.cl	Automotive	operating	CHL	12	Santiago	Santiago	
/Organization/Autofi	AutoFi	http://httP//www.autofi.com		closed					01-05-2015
/Organization/Autogeneration-Marketing	Autogeneration Marketing	http://www.auotgeneration.com	Automotive	operating	CAN	AB	Calgary	Calgary	05-05-2014
/Organization/Autogenie	Autogenie	https://www.autogenie.com.au/	Automotive	operating	AUS	2	Sydney	Sydney	01-01-2012
/Organization/Autogenomics	AutoGenomics	http://www.autogenomics.com	Biotechnology	ipo	USA	CA	San Diego	Vista	01-01-1999
/Organization/Autognomics	AutoGnomics		Software	operating	USA	NY	Buffalo	Buffalo	01-01-1996
/Organization/Autograph	AutoGraph	http://autograph.me	Analytics|Content Discovery|Internet of Things|Mobile	operating	USA	WA	Seattle	Seattle	21-03-2011
/Organization/Autogrid	Autogrid	http://www.auto-grid.com	Analytics|Big Data|Energy|Services	operating	USA	CA	SF Bay Area	Redwood City	01-01-2011
/Organization/Autohouse-Technologies-Corp	AutoHouse Technologies	http://www.autohousetechnologies.com	Automotive|Consulting|Insurance Companies|Manufacturing	operating	CAN	BC	Vancouver	Vancouver	24-04-2002
/Organization/Autoloader-Gmbh-2	Autoloader GmbH	http://www.autoloader.de/		operating					01-01-2009
/Organization/Autologic-Diagnostics	Autologic Diagnostics	http://www.autologic.us/en/pages/homeproducts	Automotive|Batteries|Cars	operating					
/Organization/Autology-World	Autology World	http://www.autology.org	Education	operating	GBR	E9	Daresbury	Daresbury	
/Organization/Automata-Technologies	Automata Technologies	http://www.getautomata.com/	Technology	closed	GBR	H9	London	London	
/Organization/Automated-Insights	Automated Insights	http://www.automatedinsights.com	Analytics|Artificial Intelligence|Automotive|Big Data|Business Intelligence	acquired	USA	NC	Raleigh	Durham	01-06-2007
/Organization/Automated-Trading-Desk	Automated Trading Desk	http://www.atdesk.com	Finance	operating	USA	SC	"Charleston, South Carolina"	Mount Pleasant	01-01-1988
/Organization/Automateit	AutomateIt	http://automateitapp.com	Mobile	operating					
/Organization/Automatic-Agency	Automatic Agency	http://www.automaticpartners.com	Advertising|Development Platforms|E-Commerce|Portals|Sales and Marketing|Software|Technology|Web Development	closed	USA	CA	Anaheim	Irvine	09-06-2008
/Organization/Automatic-Com	Automatic	http://automatic.com	Automotive|Cars|Manufacturing	operating	USA	CA	SF Bay Area	San Francisco	01-01-2011
/Organization/Automatic-Logistic-Solution-Gmbh	Automatic Logistic Solution GmbH	http://www.automatic-logistic-solutions.com/		operating					01-01-2013
/Organization/Automating-Law	Peppercorn	http://www.peppercorn.it	Automotive|Information Technology|Law Enforcement|Legal	operating	ITA	12	Turin	Turin	19-04-2012
/Organization/Automation-Alley	Automation Alley	http://www.automationalley.com	Manufacturing	operating	USA	MI	Detroit	Troy	01-01-1999
/Organization/Automation-Engineering	Automation Engineering	http://www.aeiboston.com/	Home Automation	operating	USA	MA	Boston	Wilmington	01-01-1990
/Organization/Automatix	Artomatix	http://artomatix.com/	Art|Creative|Digital Media|Video	operating	IRL	7	IRL - Other	Donnybrook	01-03-2014
/Organization/Automattic	Automattic	http://automattic.com	Blogging Platforms|Content|Curated Web|Forums|Web CMS	operating	USA	CA	SF Bay Area	San Francisco	01-07-2005
/Organization/Automd	AutoMD	http://www.automd.com	Curated Web	acquired	USA	CA	Los Angeles	Carson	
/Organization/Automedx	AutoMedx	http://automedx.biz	Biotechnology	operating	USA	TX	Dallas	Flower Mound	01-01-2004
/Organization/Automile-Ab	Automile	https://www.automile.com	Automotive|Cars|Consumer Electronics|Developer APIs	operating	USA	CA	SF Bay Area	San Francisco	01-01-2013
/Organization/Automizy	Automizy	https://www.automizy.com/	Lead Generation	operating	USA	NY	New York City	New York	08-08-2014
/Organization/Automoneyback	AutoMoneyBack	http://automoneyback.com	Analytics	operating	SGP		Singapore	Singapore	01-01-2010
/Organization/Automsoft	Automsoft	http://www.automsoft.com	Analytics	operating	IRL	7	Dublin	Dublin	01-01-1997
/Organization/Autonavi	AutoNavi	http://www.autonavi.com	Public Transportation|Software|Transportation	acquired	CHN	22	CHN - Other	Haidian	
/Organization/Autonet-Mobile	Autonet Mobile	http://www.autonetmobile.com	Automotive|Telecommunications	operating					01-01-2005
/Organization/Autoniq	Autoniq	http://www.autoniq.com	Automotive	operating	USA	VA	VA - Other	Purcellville	01-01-2008
/Organization/Autonomic-Networks	Autonomic Networks	http://www.autonomic-networks.com	Network Security|Security	closed	USA	CA	SF Bay Area	Mountain View	01-01-2001
/Organization/Autonomic-Technologies	Autonomic Technologies	http://www.ati-spg.com	Health Care	operating	USA	CA	SF Bay Area	San Francisco	01-01-2007
/Organization/Autonomous-Alloys	Autonomous Alloys	http://autonomousalloys.com/	Consumer Goods|Defense|Law Enforcement	operating					
/Organization/Autonomous-Marine-Systems	Autonomous Marine Systems	http://www.automarinesys.com/	Defense|Sensors	operating	USA	VA	"Washington, D.C."	Arlington	17-02-2013
/Organization/Autooffer	AutoOffer	https://www.autooffer.dk/		closed	DNK	17	Copenhagen	Copenhagen	
/Organization/Autoparts24	Autoparts24	http://www.autoparts24.dk/index.html	Automotive|Cars|Online Shopping	operating	DNK	21	DNK - Other	KÃ¸benhoved	
/Organization/Autopilot	Autopilot	http://www.autopilot.io	Automotive|Limousines|Public Transportation|Real Time|SEO	closed	USA	NC	Charlotte	Charlotte	01-06-2012
/Organization/Autopilot-2	Autopilot	http://www.autopilothq.com	Lead Management|SaaS|Sales and Marketing|Small and Medium Businesses	operating	USA	CA	SF Bay Area	San Francisco	13-02-2013
/Organization/Autoportal-Com	Autoportal.com	http://www.autoportal.com	Automotive|E-Commerce	closed	IND	10	New Delhi	Gurgaon	18-11-2013
/Organization/Autoquake	Autoquake	http://www.autoquake.com	Automotive|Cars|E-Commerce|Insurance|Internet|Retail|Services	acquired	GBR	H9	London	London	07-08-2005
/Organization/Autoradio	AutoRadio	http://www.autoradio.cn	Fashion	operating	CHN	22	Beijing	Beijing	01-01-2007
/Organization/Autorealty	AutoRealty	http://www.autorealty.com	Software	operating	USA	TX	Dallas	Hurst	01-01-1991
/Organization/Autoref-Com	AutoRef.com	http://autoref.com	Auto|Automotive|Cars|Curated Web	closed	USA	CA	Los Angeles	Santa Monica	28-12-2010
/Organization/Autoreflex-Com	AutoReflex.com	http://www.autoreflex.com	Automotive|Classifieds|Portals	acquired	FRA	A8	Paris	Paris	01-01-1998
/Organization/Autoshag	AutoShag	http://www.autoshag.com/	E-Commerce	operating	USA	RI	Providence	Providence	01-01-2011
/Organization/Autospot	AutoSpot	http://autospot.ru/	E-Commerce	operating	RUS	48	Moscow	Moscow	01-01-2013
/Organization/Autosprite	Autosprite	http://autosprite.com	Cars|Curated Web|Insurance	operating	RUS	66	St. Petersburg	Saint Petersburg	11-11-2011
/Organization/Autotask	Autotask	http://www.autotask.com	Software	acquired	USA	NY	"Albany, New York"	East Greenbush	01-01-2001
/Organization/Autotelic	Autotelic	http://www.autotelicinc.com	Therapeutics	operating	USA	CA	Los Angeles	City Of Industry	
/Organization/Autotether	Autotether	http://autotether.com	Manufacturing	operating	USA	CT	Hartford	East Hartford	
/Organization/Autotiming	Autotiming	http://at.eastiming.com/	Media|Services|Translation	operating	SGP		Singapore	Singapore	01-05-2013
/Organization/Autouncle	AutoUncle	http://www.autouncle.dk	Cars|Price Comparison	operating	DNK	18	Aarhus	Aarhus	01-01-2010
/Organization/Autovirt	AutoVirt	http://www.autovirt.com	Flash Storage|Software	closed	USA	NH	"Manchester, New Hampshire"	Nashua	01-01-2007
/Organization/Autowatts	Autowatts	http://www.autowatts.com	Clean Technology	operating	USA	CO	Denver	Denver	01-01-2013
/Organization/Autoweb-Inc	"AutoWeb, Inc."	http://www.autoweb.com	Advertising|Automotive	acquired	USA	FL	Miami	Miami	01-09-2013
/Organization/Autowiser-Llc-2	"AutoWiser, LLC"	http://www.autowiser.net	Consulting	operating	USA	CA	"Orange County, California"	Ladera Ranch	01-05-2013
/Organization/Autoyaba	AutoYaba	http://autoyaba.com	Automotive|Cars|Shopping	operating	LBN	2	LBN - Other	Tyre	01-02-2014
/Organization/Autrement-Hotelhotel	Autrement (HotelHotel)	http://hotelhotel.com/	Guides|Hotels|Price Comparison	operating	FRA	B8	Marseille	Marseille	10-07-2010
/Organization/Auvik-Networks	Auvik Networks Inc.	https://www.auvik.com	Cloud Computing|Enterprise Software|IT Management|Networking|SaaS	operating	CAN	ON	Toronto	Waterloo	01-11-2011
/Organization/Auvitek-International	Auvitek International	http://www.auvitek.com	Semiconductors	closed	USA	TX	Dallas	Plano	01-03-2004
/Organization/Auxenta	Auxenta Inc.	http://www.auxenta.com	Mobile|Software|Testing	operating					01-01-2013
/Organization/Auxeris-Therapeutics	Auxeris Therapeutics		Bio-Pharm	operating	USA	MO	St. Louis	St Louis	01-01-2002
/Organization/Auxilium-Pharmaceuticals-Inc	Auxilium Pharmaceuticals	http://auxilium.com	Biotechnology|Health Care|Innovation Management|Market Research	acquired	USA	CT	CT - Other	Centerbrook	01-01-1999
/Organization/Auxmoney	Auxmoney	http://www.auxmoney.com	Finance	operating	DEU	7	Dusseldrof	DÃ¼sseldorf	01-01-2007
/Organization/Auxogyn	"Progyny, Inc."	https://www.progyny.com/	Health Care	operating	USA	CA	SF Bay Area	Menlo Park	01-01-2008
/Organization/Auxy	Auxy	http://auxy.co/	Apps	operating	SWE	26	Stockholm	Stockholm	01-01-2014
/Organization/Auzzaar	Auzzaar	http://www.auzzaar.com	Consumer Goods|E-Commerce|Industrial	operating	IND	7	New Delhi	New Delhi	05-03-2015
/Organization/Av-Homes	AV Homes	http://avhomesinc.com	Property Management|Real Estate|Real Estate Investors	closed	USA	AZ	Phoenix	Scottsdale	
/Organization/Ava-3	Ava	http://www.avawomen.com	Medical Devices	operating	CHE	25	Zurich	ZÃ¼rich	11-09-2014
/Organization/Ava-Ai	Conversica	http://www.conversica.com	Sales Automation	operating	USA	CA	SF Bay Area	Foster City	01-01-2007
/Organization/Avaak	Avaak	http://www.avaak.com	Electronics|Mobile	acquired	USA	CA	San Diego	San Diego	01-01-2004
/Organization/Avaamo	Avaamo	http://www.avaamo.com	Messaging|Mobile|Mobile Enterprise	operating	USA	CA	SF Bay Area	Los Altos	02-06-2014
/Organization/Avacen	Avacen	http://www.avacen.com/avacen/action/?do=welcome	Medical	operating	USA	CA	San Diego	San Diego	01-01-2012
/Organization/Avacta-Group	Avacta Group	http://avacta.com	Health Care	ipo	GBR	Q5	Wetherby	Wetherby	01-01-2015
/Organization/Avadhi-Finance-And-Technology	Avadhi Finance and Technology	http://avadhi.com	Finance|FinTech	operating	USA	MI	Lansing	Okemos	
/Organization/Avail-Media	Avail Media			operating					
/Organization/Availendar	Availendar	http://availendar.com/	SaaS	operating	USA	NY	New York City	New York	
/Organization/Availigent	Availigent		Software	operating	USA	CA	SF Bay Area	San Jose	01-01-1998
/Organization/Availink	Availink	http://www.availink.com.cn	Semiconductors	operating	CHN				01-01-2005
/Organization/Availo	Availo	http://www.availo.me/site/	Cloud Data Services|Mobile Enterprise	operating	ISR				01-01-2014
/Organization/Availpro	Availpro	http://site.availpro.com	Software	operating	FRA	A8	Paris	Paris	01-01-2001
/Organization/Avaki-Now-Sybase-Sap	Avaki		Enterprise Software	acquired	USA	MA	Boston	Burlington	01-01-1998
/Organization/Avalan-Wireless-Systems-Inc	AvaLAN Wireless Systems	http://avalanwireless.com/	Internet of Things|Networking|Network Security|Telecommunications	operating	USA	AL	Huntsville	Madison	01-01-2004
/Organization/Avalanche-Biotech	Avalanche Biotech	http://avalanchebiotech.com	Biotechnology	ipo	USA	CA	SF Bay Area	Menlo Park	01-01-2006
/Organization/Avalanche-Technology	Avalanche Technology	http://www.avalanche-technology.com	Flash Storage	operating	USA	CA	SF Bay Area	Fremont	01-01-2006
/Organization/Avalara	Avalara	http://www.avalara.com	Accounting|Enterprise Application|Software	operating	USA	WA	Seattle	Bainbridge Island	01-01-2004
/Organization/Avalign-Technologies-Holdings	Avalign Technologies Holdings	http://avaligntech.com	Manufacturing	acquired	USA	IL	Chicago	Lake Forest	
/Organization/Avalon-Auto-Protection	Avalon Auto Protection	http://avalonautoprotection.com/	Finance|Venture Capital	operating	USA	CA	Los Angeles	Los Angeles	10-03-2014
/Organization/Avalon-Clones	Avalon Clones	http://avalonclones.com	Hardware + Software	operating	USA	AZ	Phoenix	Scottsdale	
/Organization/Avalon-Global-Solutions	Avalon Global Solutions	http://www.avalonglobalsolutions.com/	Telecommunications	closed	USA	VA	VA - Other	Hampton	
/Organization/Avalon-Health-Management	Avalon Health Management	http://www.avalonhealthcare.com/	Health and Wellness|Insurance	operating	USA	FL	Tampa	Tampa	01-01-2013
/Organization/Avalon-Healthcare-Holdings	Avalon Healthcare Holdings		Health and Wellness	operating	USA	FL	Tampa	Tampa	01-01-2004
/Organization/Avalon-Pharmaceuticals	Avalon Pharmaceuticals	http://www.avalonpharma.com	Biotechnology|Clinical Trials|Health and Wellness	ipo	USA	MD	"Washington, D.C."	Germantown	01-01-1999
/Organization/Avalon-Solutions-Group	Avalon Solutions Group	http://avalonsolutionsgroup.com	Software	operating	USA	MD	Hagerstown	Damascus	01-01-2012
/Organization/Avamar-Technologies	Avamar Technologies		Software	acquired	USA	CA	Anaheim	Irvine	01-01-1999
/Organization/Avanan	Avanan	http://www.avanan.com	Internet	operating	USA	NY	New York City	New York	01-01-2014
/Organization/Avancar	Avancar	http://avancar.es/ca	Public Transportation|Transportation	operating	ESP	56	Barcelona	Barcelona	01-01-2005
/Organization/Avance-Pay	Avance Pay	http://avance-pay.com	Finance|FinTech	operating	BEL	1	BEL - Other	Heist-op-den-berg	01-01-2011
/Organization/Avancen-Mod	Avancen MOD	http://www.avancen.com	Biotechnology|Health Care|Medical Devices|Services	operating	USA	SC	"Charleston, South Carolina"	Mount Pleasant	01-01-2007
/Organization/Avancert	Avancert	http://www.avancert.com	Certification Test|Licensing|SaaS|Software	operating	NZL				15-01-2010
/Organization/Avanco-Resources	Avanco Resources	http://www.avancoresources.com	Material Science|Mining Technologies|Natural Resources	ipo	BRA	21	Rio de Janeiro	Rio De Janeiro	
/Organization/Avandeo	avandeo	http://www.avandeo.de	E-Commerce|Furniture	operating	DEU	2	Munich	Munich	01-01-2009
/Organization/Avangate-Bv	Avangate	http://www.avangate.com/	Cloud Data Services|E-Books|E-Commerce|E-Commerce Platforms|Financial Services|Incentives|Mobile Commerce|Online Education|SaaS|Software|Storage	acquired	USA	CA	SF Bay Area	Redwood City	01-01-2006
/Organization/Avanir-Pharmaceuticals	Avanir Pharmaceuticals	http://www.avanir.com	Biotechnology	acquired	USA	CA	Anaheim	Aliso Viejo	01-01-1988
/Organization/Avansci-Bio	AvanSci Bio	http://avanscibio.com	Analytics	closed	USA	UT	Salt Lake City	Salt Lake City	01-01-2011
/Organization/Avanse-Financial-Services	Avanse Financial Services	http://www.avanse.com	Education	operating	IND	16	Mumbai	Mumbai	01-11-2012
/Organization/Avansera	Avansera	http://www.avansera.com	Analytics|Consumers|Groceries|Internet Marketing|Predictive Analytics|Retail	operating	FIN	13	Helsinki	Helsinki	01-02-2013
/Organization/Avant-Classic	Avant-Classic		Digital Media|Music|Social Media	operating					
/Organization/Avant-Credit	Avant	http://www.avant.com	Analytics|Big Data|FinTech|Machine Learning|Web Development	operating	USA	IL	Chicago	Chicago	01-11-2012
/Organization/Avant-Healthcare-Professionals	Avant Healthcare Professionals	http://avanthealthcare.com	Biotechnology	operating	USA	FL	Orlando	Casselberry	01-01-2003
/Organization/Avantbio	AvantBio	http://avantbio.com	Biotechnology	operating	USA	WA	Seattle	Vancouver	
/Organization/Avante-Logixx	Avante Logixx	http://avantelogixx.com	Security	closed	CAN	ON	Toronto	Toronto	
/Organization/Avantha	Avantha	http://avanthagroup.com	Hardware + Software	operating	IND	7	New Delhi	New Delhi	
/Organization/Avanti-Learning-Centres	Avanti Learning Centres	http://www.avanti.in	Colleges|Education|Online Education	operating					07-11-2012
/Organization/Avanti-Mining	Avanti Mining	http://avantimining.com	Heavy Industry|Innovation Engineering|Mining Technologies	operating	CAN	BC	Vancouver	Vancouver	01-01-2006
/Organization/Avanti-Wind-Systems	Avanti Wind Systems	http://www.avanti-online.com	Clean Technology	operating					
/Organization/Avantis-Medical-Systems	Avantis Medical Systems	http://www.thirdeyepanoramic.com/	Health Care	operating	USA	CA	SF Bay Area	Sunnyvale	01-01-2004
/Organization/Avantium-Technologies	Avantium Technologies	http://www.avantium.com	Clean Technology	operating	NLD	7	Amsterdam	Amsterdam	01-01-2000
/Organization/Avantra-Biosciences	Avantra Biosciences	http://www.avantrabio.com	Biotechnology|Health Diagnostics	closed	USA	MA	Boston	Woburn	01-01-2010
/Organization/Avanzit	Avanzit	http://www.avanzit.com	Consulting|Infrastructure|Software	closed	ESP	29	Madrid	Madrid	
/Organization/Avari	Avari	http://avari.io	Internet	operating	DEU	16	Berlin	Berlin	01-01-2013
/Organization/Avast	AVAST Software	https://www.avast.com	Security	operating	CZE	52	Prague	Prague	01-01-1988
/Organization/Avasure-Holdings	AvaSure Holdings	http://www.avasure.com	Health Care	operating	USA	MI	Grand Rapids	Belmont	01-01-2008
/Organization/Avatar-Reality	Avatar Reality	http://www.bluemars.com	Games	operating	USA	HI	Honolulu	Honolulu	01-12-2006
/Organization/Avatech	Avatech	http://avatech.ir/en/	Startups	operating	IRN	26	IRN - Other	Tehran	21-03-2014
/Organization/Avatrip	Avatrip	http://avatrip.com	Travel|Video	operating	RUS	48	Moscow	Moscow	01-02-2012
/Organization/Avaxia-Biologics	Avaxia Biologics	http://www.avaxiabiologics.com	Biotechnology	operating	USA	MA	Boston	Lexington	01-01-2005
/Organization/Avaya	Avaya	http://www.avaya.com	Software|Unifed Communications|Wireless	operating	USA	NJ	Newark	Basking Ridge	01-01-2000
/Organization/Avaz	Avaz	http://www.avazapp.com	Apps|Education|Language Learning|Natural Language Processing|Neuroscience|Teachers	operating	IND	25	Chennai	Chennai	01-01-2009
/Organization/Avazu-Inc	Avazu Inc	http://avazudsp.net	Advertising|Auctions|Internet Marketing|Mobile|Performance Marketing	operating	CHN	23	Shanghai	Shanghai	01-10-2009
/Organization/Avchem	AVChem	http://www.avchem.com/	Chemicals|Services|Specialty Chemicals	closed	USA	MO	St. Louis	St Louis	
/Organization/Avdirect	AVdirect	http://www.avdirect.nl	Audio|E-Commerce|Online Rental|Startups|Video	operating	NLD	7	Amsterdam	Amsterdam	01-01-2010
/Organization/Avec-Lab	Avec Lab.	http://www.aveclab.com/		operating					
/Organization/Avecto	Avecto	http://www.avecto.com	Software	operating	GBR	I2	Manchester	Manchester	01-01-2008
/Organization/Avectra	Avectra	http://www.avectra.com	Software	operating	USA	VA	"Washington, D.C."	Mclean	01-01-1994
/Organization/Avedro	Avedro	http://www.avedro.com	Health Care	operating	USA	MA	Boston	Waltham	01-01-2007
/Organization/Aveeza	Aveeza	http://www.aveeza.com	Apps|Automotive|Collaborative Consumption|High Schools|High School Students|Peer-to-Peer|Real Time|Transportation	operating	CHL	12	Santiago	Santiago	13-11-2014
/Organization/Avega-Systems	Avega Systems	http://avegasystems.com	Hardware + Software	closed	USA	CA	SF Bay Area	Mountain View	01-01-2005
/Organization/Avegant	Avegant	http://www.avegant.com	Audio|Displays|Hardware|Mobile|Video	operating	USA	CA	SF Bay Area	Redwood City	01-09-2012
/Organization/Aveillant	Aveillant	http://www.aveillant.com	Consulting	operating	GBR	C3	London	Cambridge	01-10-2011
/Organization/Aveksa	Aveksa	http://www.aveksa.com	Enterprise Software	acquired	USA	MA	Boston	Waltham	01-01-2004
/Organization/Avekshaa-Technologies	Avekshaa Technologies	http://www.avekshaa.com/	Enterprise Software|IT Management|PaaS	operating	IND	19	Bangalore	Bangalore	
/Organization/Avelas-Biosciences	Avelas Biosciences	http://www.avelasbio.com	Biotechnology	operating	USA	CA	San Diego	La Jolla	
/Organization/Avelis	avelisbiotech.com	http://avelisbiotech.com	Biotechnology	operating	USA	AZ	Phoenix	Scottsdale	01-01-2007
/Organization/Avelist	Avelist	https://www.avelist.com/	Content|Crowdsourcing|Social Media	operating	USA	NC	Raleigh	Cary	01-07-2013
/Organization/Avelle	Bag Borrow or Steal	http://www.bagborroworsteal.com	E-Commerce|Fashion|Online Shopping	operating	USA	WA	Seattle	Seattle	01-01-2004
/Organization/Avenace-Incorporated	Avenace Incorporated	http://www.placeprops.com	Mobile	operating	USA	WA	Seattle	Seattle	01-01-2010
/Organization/Avenal-Community-Health-Center	Avenal Community Health Center	http://avenalchc.org	Health and Wellness	operating	USA	CA	CA - Other	Avenal	
